ORG_ID,ACCT_PER_DATE,ACTVY_PER_DATE,AFE_NUM,CC_NUM,CC_TYPE_CODE,COST_CENTRE_NAME_QBYTE,BUSINESS_UNIT,DIVISION,AREA,FIELD,SUB_FIELD,VP_REPORTING,MAJOR_ACCT,MINOR_ACCT,MAJOR_MINOR,ACCOUNT_DESCRIPTION,GROSS_NET,LEVEL_1_HIERARCHY,LEVEL_2_HIERARCHY,LEVEL_3_HIERARCHY,LEVEL_4_HIERARCHY,LEVEL_5_HIERARCHY,FIELD_OPEX_CLASS_TYPE,LI_AMT,REPORTING_CURR_AMT,LI_VOL,PROD_CODE,LI_REM,GOVERN_AGR_ID,GOVERN_AGR_TYPE_CODE,VOUCHER_NUM,VOUCHER_TYPE_CODE,VOUCHER_REM,NAME_1,CLIENT_ID,INVC_NUM,INVC_DATE,CREATE_USER,CREATE_DATE,VOUCHER_STAT_CODE,GL_POST_USER,LAST_UPDATE_DATE
1,2023-05-31 00:00:00.000,2022-11-30 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-23000.00,-23000.00,0.00,,DEMURRAGE ACCRUAL,1,OM,8602,ACCR,RV ACCR 8602,NULL,NULL,NULL,NULL,RITAS,2023-05-08 00:00:00.000,P,DKABASEL,2023-05-10 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,85090,REF,100% TWR RAILCARS,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,401995.58,401995.58,0.00,,TRINITY INVOICE 2815374495,1280,OM,35837,GJE,MOVE COST FROM 84120 TO 85090,NULL,NULL,NULL,NULL,BLUU,2023-02-03 00:00:00.000,P,TGRAHAM,2023-02-03 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,551015.34,551015.34,0.00,,NOV 2022 - TWR TRINITY LEASE RECLASS,1,OM,7696,ACCR,RV ACCR 7696,NULL,NULL,NULL,NULL,NTRATECH,2023-01-06 00:00:00.000,P,DKABASEL,2023-01-13 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,81147,FAC,ACHESON RAIL TERMINAL,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON RAIL TERMINAL,NULL,ACHESON RAIL TERMINAL,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,24.20,24.20,0.00,,,1,OM,35901,B2B,106997 The Haz Waste Company Inc. 4377,THE HAZ WASTE COMPANY,106997,4377,2022-11-30,OPNINV1,2022-12-23 00:00:00.000,P,DKABASEL,2022-12-23 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,85090,REF,100% TWR RAILCARS,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,1500.00,1500.00,0.00,,,1280,OM,34665,OBO,104065 CN 755722063,CN,104065,755722063,2022-12-03,OPNINV1,2022-12-15 00:00:00.000,P,BLUU,2022-12-15 00:00:00.000
1,2023-03-31 00:00:00.000,2022-11-30 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-30000.00,-30000.00,0.00,,NOVEMBER REACCRUE DEMURRAGE,1,OM,8221,ACCR,RV ACCR 8221,NULL,NULL,NULL,NULL,CMAIRS,2023-03-08 00:00:00.000,P,SBEARSS,2023-03-16 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,81438,FAC,ACHESON PROPYLENE SPLITTER,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON PROPYLENE FACILITY,NULL,ACHESON PROPYLENE FACILITY,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-8679.75,-8679.75,0.00,,12-2022 RECLASSING B & F (PROP SPLIT),1,OM,35644,GJE,12-2022 RECLASSING B & F (PROP SPLIT),NULL,NULL,NULL,NULL,TWOITAS,2023-01-09 00:00:00.000,P,NTRATECH,2023-01-10 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,85028,REF,PGR-PRINCE GEORGE REFINERY,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,200.00,200.00,0.00,,,1,OM,34657,OBO,104065 CN 755722067,CN,104065,755722067,2022-12-03,OPNINV1,2022-12-15 00:00:00.000,P,BLUU,2022-12-15 00:00:00.000
1,2023-05-31 00:00:00.000,2022-11-30 00:00:00.000,,84160,MRK,CRUDE BY RAIL MARKETING,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,RAILCARS,NULL,RAILCARS,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-21466.37,-15920.00,0.00,,TOKAI DETENTION INVOICE,1,OM,14433,ARI,TOKAI DETENTION INVOICE,TOKAI CARBON CB LTD,108515,TOKAI-108515-202303,2023-05-03,ARAJIC,2023-05-11 00:00:00.000,P,NTRATECH,2023-05-11 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-551015.34,-551015.34,0.00,,,1,OM,35839,GJE,TRINITY MOVE COSTS TO 85090,NULL,NULL,NULL,NULL,BLUU,2023-02-03 00:00:00.000,P,TGRAHAM,2023-02-03 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-401995.58,-401995.58,0.00,,,1,OM,35837,GJE,MOVE COST FROM 84120 TO 85090,NULL,NULL,NULL,NULL,BLUU,2023-02-03 00:00:00.000,P,TGRAHAM,2023-02-03 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,81147,FAC,ACHESON RAIL TERMINAL,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON RAIL TERMINAL,NULL,ACHESON RAIL TERMINAL,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,93.40,93.40,0.00,,,1,OM,35901,B2B,106997 The Haz Waste Company Inc. 4377,THE HAZ WASTE COMPANY,106997,4377,2022-11-30,OPNINV1,2022-12-23 00:00:00.000,P,DKABASEL,2022-12-23 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,81147,FAC,ACHESON RAIL TERMINAL,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON RAIL TERMINAL,NULL,ACHESON RAIL TERMINAL,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,2440.25,2440.25,0.00,,,1,OM,35716,OBO,105695 GORDON RUSSELL LTD S011022,GORDON RUSSELL LTD,105695,S011022,2022-11-01,OPNINV1,2022-12-22 00:00:00.000,P,BLUU,2022-12-22 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,2911.96,2150.00,0.00,,,1,OM,38951,OBO,107923 ROCKY MOUNTAIN TRANSPORTATI 32363,ROCKY MOUNTAIN TRANSPORTATION SERVICES,107923,32363,2023-01-12,OPNINV1,2023-01-18 00:00:00.000,P,TGRAHAM,2023-01-18 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,81265,FAC,RAM FU27 SUL HAND FAC FORM SULPH LOA,MIDSTREAM,RAM RIVER,RAM RIVER,RAM,NULL,RAM,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,593.00,593.00,0.00,,,1,OM,41322,OBO,101079 CANADIAN NATIONAL 91662263,CANADIAN NATIONAL,101079,91662263,2022-12-01,OPNINV1,2023-02-06 00:00:00.000,P,TGRAHAM,2023-02-06 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,1469.00,1087.50,0.00,,MOVED FROM NGL RAIL TO CRUDE,1,OM,35564,GJE,RECLASS RAILCAR RENTAL CC 84145 TO 84120,ROCKY MOUNTAIN TRANSPORTATION SERVICES,107923,32247,2022-12-06,CMAIRS,2023-01-04 00:00:00.000,P,SBEARSS,2023-01-04 00:00:00.000
1,2023-06-30 00:00:00.000,2022-11-30 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,30000.00,30000.00,0.00,,NOVEMBER REACCRUE DEMURRAGE,1,OM,8873,ACCR,PGR BRC LPG INTERCO RE-ACCRUES,NULL,NULL,NULL,NULL,CMAIRS,2023-07-06 00:00:00.000,P,SBEARSS,2023-07-06 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-551015.34,-551015.34,0.00,,JAN 2023 - RAILCAR OTHER PPA ACCRUAL,1,OM,7874,ACCR,JAN 2023 - RAILCAR OTHER PPA ACCRUAL,NULL,NULL,NULL,NULL,NTRATECH,2023-02-03 00:00:00.000,P,KDUHEME,2023-02-06 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,551015.34,551015.34,0.00,,,1,OM,7940,ACCR,RAILCAR OTHER ACCR ADJ,NULL,NULL,NULL,NULL,NTRATECH,2023-02-07 00:00:00.000,P,KDUHEME,2023-02-08 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,81147,FAC,ACHESON RAIL TERMINAL,MIDSTREAM,ACHESON LOGISTICS,ACHESON,ACHESON RAIL TERMINAL,NULL,ACHESON RAIL TERMINAL,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,363.00,363.00,0.00,,,1,OM,35901,B2B,106997 The Haz Waste Company Inc. 4377,THE HAZ WASTE COMPANY,106997,4377,2022-11-30,OPNINV1,2022-12-23 00:00:00.000,P,DKABASEL,2022-12-23 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,81329,FAC,BRC TOWER CONDY CONVERT,MIDSTREAM,BRC TOWER,BRC,BRC TOWER,NULL,BRC TOWER,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,4080.00,4080.00,0.00,,,1,OM,34659,OBO,104065 CN 755716246,CN,104065,755716246,2022-12-01,OPNINV1,2022-12-15 00:00:00.000,P,BLUU,2022-12-15 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,85090,REF,100% TWR RAILCARS,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,625.60,625.60,0.00,,,1280,OM,40705,OBO,105990 Procor Limited - CAD PF-I0023767,PROCOR LIMITED,105990,PF-I0023767,2022-12-22,OPNINV1,2023-01-30 00:00:00.000,P,DKABASEL,2023-01-30 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-551015.34,-551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,8077,ACCR,RV ACCR 8077,NULL,NULL,NULL,NULL,NTRATECH,2023-02-13 00:00:00.000,P,DKABASEL,2023-02-14 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,-40000.00,-40000.00,0.00,,NOVEMBER REACCRUE DEMURRAGE,1,OM,7724,ACCR,RV ACCR 7724,NULL,NULL,NULL,NULL,CMAIRS,2023-01-06 00:00:00.000,P,SBEARSS,2023-01-16 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,81266,FAC,RAM FU26 SUL HAND FAC SOUTH RAIL EXP,MIDSTREAM,RAM RIVER,RAM RIVER,RAM,NULL,RAM,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,8782.00,8782.00,0.00,,,1383,OM,37372,B2B,105008 A & B Rail Services Lt IN20131464,A & B RAIL SERVICES LTD,105008,IN20131464,2022-11-10,OPNINV1,2023-01-05 00:00:00.000,P,DKABASEL,2023-01-05 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,551015.34,551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,8077,ACCR,RV ACCR 8077,NULL,NULL,NULL,NULL,NTRATECH,2023-02-13 00:00:00.000,P,DKABASEL,2023-02-14 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-551015.34,-551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,8077,ACCR,RV ACCR 8077,NULL,NULL,NULL,NULL,NTRATECH,2023-02-13 00:00:00.000,P,DKABASEL,2023-02-14 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,300.78,222.67,0.00,,,1,OM,33357,OBO,100021 TRINITY RAIL CANADA IN 2851377841,TRINITY RAIL CANADA INC,100021,2851377841,2022-12-01,OPNINV1,2022-12-05 00:00:00.000,P,TGRAHAM,2022-12-05 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,-551015.34,-551015.34,0.00,,NOV 2022 - TWR TRINITY LEASE RECLASS,1,OM,7696,ACCR,NOV 2022 - TWR TRINITY LEASE RECLASS,NULL,NULL,NULL,NULL,NTRATECH,2023-01-05 00:00:00.000,P,KDUHEME,2023-01-06 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9800,180,9800.180,RAIL CAR RENTAL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.02 - BROKERAGE AND FREIGHT,RAIIL CAR RENTAL,MKTOTH,551015.34,551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,8077,ACCR,RV ACCR 8077,NULL,NULL,NULL,NULL,NTRATECH,2023-02-13 00:00:00.000,P,DKABASEL,2023-02-14 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,551015.34,551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,8077,ACCR,Rev-Org1Date31-JAN-23TypeACCR#7940,NULL,NULL,NULL,NULL,NTRATECH,2023-02-12 00:00:00.000,P,KDUHEME,2023-02-13 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,84129,MRK,PIPESTONE GAS PLANT - NGL MARKETING,MIDSTREAM,PIPESTONE,PIPESTONE,PIPESTONE NGL,NULL,PIPESTONE NGL,9910,415,9910.415,RAIL RACK LOADING FEE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.04 - LOADING FEE,LOADING FEE EXP,MKTOTH,32367.08,32367.08,0.00,,,1,OM,39754,API,PEMBINA C3 202211 40049 - 1,NULL,NULL,NULL,NULL,NGORING,2022-12-16 00:00:00.000,P,RITAS,2022-12-19 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,81266,FAC,RAM FU26 SUL HAND FAC SOUTH RAIL EXP,MIDSTREAM,RAM RIVER,RAM RIVER,RAM,NULL,RAM,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,2810.78,2810.78,0.00,,,1383,OM,41326,OBO,101079 CANADIAN NATIONAL 91669088,CANADIAN NATIONAL,101079,91669088,2023-01-25,OPNINV1,2023-02-06 00:00:00.000,P,TGRAHAM,2023-02-06 00:00:00.000
1,2023-02-28 00:00:00.000,2022-11-30 00:00:00.000,,84145,MRK,NGL RAIL CARS,MIDSTREAM,BRC FRAC,BRC,NGL MARKETING,NULL,NGL MARKETING,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,30000.00,30000.00,0.00,,NOVEMBER REACCRUE DEMURRAGE,1,OM,8221,ACCR,PGR BRC LPG INTERCO RE-ACCRUES,NULL,NULL,NULL,NULL,CMAIRS,2023-03-08 00:00:00.000,P,SBEARSS,2023-03-08 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,551015.34,551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,8077,ACCR,Rev-Org1Date31-JAN-23TypeACCR#7940,NULL,NULL,NULL,NULL,NTRATECH,2023-02-12 00:00:00.000,P,KDUHEME,2023-02-13 00:00:00.000
1,2022-12-31 00:00:00.000,2022-11-30 00:00:00.000,,85090,REF,100% TWR RAILCARS,DOWNSTREAM,PGR,PGR,PRINCE GEORGE REFINERY,NULL,PRINCE GEORGE REFINERY,9800,188,9800.188,DEMURRAGE,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.3 - MARKETING OTHER OPERATING EXPENSES,3.3.08 - TRANSPORTATION CHARGES,DEMURRAGE,MKTOTH,1200.00,1200.00,0.00,,,1280,OM,34664,OBO,104065 CN 7557191965,CN,104065,7557191965,2022-12-01,OPNINV1,2022-12-15 00:00:00.000,P,BLUU,2022-12-15 00:00:00.000
1,2023-01-31 00:00:00.000,2022-11-30 00:00:00.000,,84120,MRK,RAIL LOGISTICS,DOWNSTREAM,DOWNSTREAM MARKETING,DS MARKETING,DOWNSTREAM LOGISTICS,NULL,DOWNSTREAM LOGISTICS,9910,231,9910.231,REPAIRS AND MAINTENANCE - RAIL,G,INCOME STATEMENT,3.0 - OPERATING EXPENSE,3.1 - FIELD OPERATING EXPENSES,3.1.14 - REPAIRS AND MAINTENANCE,REPAIRS AND MAINTENANCE,FLDOPX-CON,-551015.34,-551015.34,0.00,,RAILCAR OTHER ACCR ADJ,1,OM,7940,ACCR,RAILCAR OTHER ACCR ADJ,NULL,NULL,NULL,NULL,NTRATECH,2023-02-07 00:00:00.000,P,KDUHEME,2023-02-08 00:00:00.000
